id	filename	md5	size	state
1ab5b577-e9c7-4b49-9bbd-3fc39d4dd44e	4a775326-e623-47d4-b105-d32fc21afb8a.htseq.counts.gz	4f0d884f17696cc309d6b3730ecd5f09	252684	live
fa2de7ec-0a86-44ee-9f3f-299a93bb593f	42441c09-0118-4457-8442-8ed8f4178cbb.htseq.counts.gz	fff6aa4583e2deb8572a5f1361b9a89f	257662	live
e1e8ed15-112f-4dc8-a294-f8bde5d4e036	7200e770-c95b-44bf-97bb-4b20f26edb77.htseq.counts.gz	930b9bb25c00b2b6ea8d6d36b1b888e7	258208	live
6d293a74-4f4c-4813-8fce-8c2663740066	39b74af5-8b63-4788-b05f-d1696605afdc.htseq.counts.gz	8a9f1186ea4b3a6adaaadbba10ebd2dc	256518	live
37cf1cb8-3fe8-44c9-88f2-bfbd89ff4bb0	9ae1330c-a197-416a-9d5f-3ca16b36ec90.htseq.counts.gz	453259866a1cec82faada7667376c53e	249818	live
48bfe062-0bf8-482d-956e-d556d98aa414	d6608d24-28bc-4d51-b6d8-8fec450a858f.htseq.counts.gz	80662f977eea6d183ed2222bd9e34460	257374	live
2501e0ee-6403-4270-b160-db5e6a24de9d	84bf2e9a-56a4-49ba-bbb9-ad931c77e117.htseq.counts.gz	404f2fca2620aa3eed5f52791714269d	252999	live
579e365b-df2f-4e5a-93f7-9c3fb4bd6bbb	220d10e6-c62c-4ac3-bd77-62ccc3676962.htseq.counts.gz	c3eb41e47bd51f2780ec2d9957cb3196	259395	live
855e2abd-839d-44dc-a450-3af46fb66e8d	6b51c7b1-a0ca-4599-8876-75b7f0269c64.htseq.counts.gz	5f60ed6492f4012f8b71f505b13ea798	255709	live
91f0cf18-f2cd-46cc-b2e1-4b9abadb69b0	6515c0f7-2334-4bad-bde7-b562f5f67148.htseq.counts.gz	06f8bbf1677fe3589f85ecdbfb8d4c7d	251031	live
17f50e54-5843-4215-9518-95b91eebb62f	97be5457-526d-42ee-ace4-d900b8c6fd5f.htseq.counts.gz	eba1c54e1df0bd619139982663eea8a0	254377	live
14532cbf-876f-4b89-852d-56722fc99f98	62299b4e-203a-4f74-a2d9-94e0617acfb8.htseq.counts.gz	4ebfee25804f40754c364c775acc7da9	252768	live
812f3322-5e23-4647-977f-70a25a2718ee	b04f40b6-106f-4984-9bea-9c8664200098.htseq.counts.gz	63d3b7e345eab799b09b642393f15d23	252377	live
7f52b126-660f-4269-9d57-bcf206d3a9ea	483b7d6e-7853-4fd7-9efe-de5574af9045.htseq.counts.gz	0cae385d380dbf87dbc966abb9a23a8b	250046	live
eacf6c72-2b24-432b-a30c-d8fc2a0a9c6f	1cfef63c-cd25-4997-a0a1-90a6f87fa4a3.htseq.counts.gz	2929b22e066828440a6db98c8fa1e862	255879	live
fe6cf235-5518-4d77-ac26-6e760d77519e	be56acd5-8a0c-4891-9501-d386a4e2ccad.htseq.counts.gz	09b99fe1e11eb4bc8cda70d978999973	257195	live
723f56af-de92-4523-a745-e3e18f1e7574	4253d955-2f01-4657-909e-756c899dd81d.htseq.counts.gz	81a556c0a02dd49461554d08b55c00c2	253814	live
75032ff2-867b-4fe3-816f-6cf21f5a01b1	6f50e461-7336-44de-8968-c6114116b3b1.htseq.counts.gz	c6f8537d4e70a919cd399b626af35b23	258224	live
65fa7d28-a6e0-442d-8678-2a1dd5e7de0f	b6a39fab-afc2-4498-bb4c-95adeb388c6f.htseq.counts.gz	05fd0c7df67a9a799fe828ef5050e3f8	255365	live
9280b77f-5a01-49c2-bb8a-47a5af963c94	696b850b-b7a2-454e-811e-4c073ff2299e.htseq.counts.gz	8ecc471a7e1e3982166086bb0943feea	255800	live
e986b467-e64a-4ce2-8b18-3ac29fc09278	efab89c4-921c-4b89-9bff-78c1cf10417d.htseq.counts.gz	85c4b04cd79e3c6a294c86a2792df2b1	253665	live
59ec2dc1-ac09-4cd7-8d73-46886dacd338	cd052da2-9e32-4881-87c0-5e66cdc6f5f7.htseq.counts.gz	a7d6769c6755515ac1988bacb5bcefae	253317	live
c0bc9d06-0cff-4a2f-8399-0708f659b596	6d32c2f4-c318-4917-8e17-2eff74b5e127.htseq.counts.gz	917e0e0e80d0622f343798bc650fe388	251825	live
2d2320a8-3e82-42e0-ab7a-548f0fc4cd85	7e89a428-9132-4efa-b119-10241f0ecdcc.htseq.counts.gz	d92e8c7232f384255f3dcda32db3e006	253354	live
b2bf9274-481c-4719-9984-a0649c7aeb1a	fd9be810-7e9e-4697-99b1-70a5c5901e07.htseq.counts.gz	77f82e8eef832fa2267f353440fbba57	257402	live
50e43331-be8d-405b-8e45-a25dd8c1c0ca	ef6406a9-591e-421f-8ed4-0fee40f53ef5.htseq.counts.gz	28cec4610f5e0b63b06063f6328241a0	249326	live
28a616e9-3c88-4599-99e5-39a7709b069a	e5cb3591-f0c2-4630-be79-aaaf125fe720.htseq.counts.gz	4c79d6624036b25b3c618629f4e78101	254742	live
a6613784-c1ee-4f06-985f-027e5f9168f3	177b3d71-2c66-454b-9680-046b0fef23ac.htseq.counts.gz	5821a67cf59fb08820090496b3e6e6ef	258749	live
8525c65e-bf81-46b3-b74e-ae8260336dc4	bf78430f-6c70-4e76-ade6-a434e0770d5f.htseq.counts.gz	584d05b1d83e2a2701914209dada249c	255777	live
9ddd6922-fd1f-433d-8a86-da4eeb12ca3b	f966cb98-e661-453d-b1ae-aacf5876520a.htseq.counts.gz	e704872092352c08213634b14ead3cde	251171	live
da82fd45-19b4-439e-9faa-5ef9c8df764f	c98b8334-836a-4c3c-b149-b08a7256aa68.htseq.counts.gz	853bc0a1941aa5dd12dcee76f59f2266	254535	live
63434097-5ed0-435b-9df5-940154e4a72a	ec9d9157-c6eb-4bbe-acba-c5f45678ac3e.htseq.counts.gz	1add695da30a11423f246147eb629861	254493	live
5ebea417-c5a4-45d4-9223-d62aba478345	95c75be7-d55d-4d74-9179-9be223230a5b.htseq.counts.gz	218ea2847ab48aa1f581edf55c7a0a7a	250696	live
186d4fe5-343b-4950-b518-a3c8648495c5	42866dc5-1fed-4d60-9177-9ad8e4ae8168.htseq.counts.gz	d7ec2c9598454b4e9ae793c6bd4a8222	256655	live
c828ab83-ca89-4f6b-8df3-3c71de5a2153	6e2570b0-fc95-4ba9-a8a5-b79f6dea0246.htseq.counts.gz	680d5fa59443b75512ce6ba14cd92d67	257507	live
db17d43d-40e3-4fc3-9c3f-c01089b3521d	082418be-42c4-4717-95f4-755ed21d4366.htseq.counts.gz	d6f0edf284792e248ea288d8cdb8162f	255568	live
fe04d4a7-3199-4a3c-8fa7-52f6372bdeaf	5bc7e90d-0fa4-4bde-bee8-4f9b92de03a2.htseq.counts.gz	20b904372ba35177015f21d9de0c861f	252737	live
754e6f3e-9441-423b-8530-b4d95a93253f	8d54214a-1d9b-4fea-9c42-5bbb3cd11da9.htseq.counts.gz	0f2a57272e13d84d0faf1b484fcacf35	257833	live
048e5e34-ab11-43d6-9788-771502d99152	79c1a9c6-a12e-4e12-8acd-52a8ea0f9dea.htseq.counts.gz	637947a0bd99be3b33bc2a549a51a3f5	254924	live
2a555bc1-355a-4b45-b325-570e1035de88	82cc9906-3664-4b13-bdb6-405db9d15e31.htseq.counts.gz	8bb42368218c6a06fb004bfc28bc3c78	253661	live
832ad863-8d98-4797-bf92-4020f035dd0a	67943973-e57a-4285-bd6e-995053d23fe0.htseq.counts.gz	95b6f1a62e4d83e8e0dcaaf8bf630392	251717	live
c208005f-0b6f-4c14-9267-b3a582a0dcba	e6981360-42ea-402a-aead-f6f2b31ef30c.htseq.counts.gz	237f018ad61e35d89c9f3b8c216e379c	256658	live
8ccfb23c-bf7a-4c16-a97d-f44a32ecc537	da8cb4c3-4599-41d8-9f1e-6854d9996435.htseq.counts.gz	6f8fee0f9159012b0067ff02c205ec03	247266	live
a8ebea86-3b3e-4e0d-839e-709c44c394a3	fd168f37-df3d-4cf2-881e-c90c61c95fdb.htseq.counts.gz	221f1c8c51dedd0eec1c528a5663dcda	257676	live
78ec8593-92e5-49b1-a0aa-7ecf552723cb	f5a07ef3-d47e-4c6f-8ed4-13c0b03f7673.htseq.counts.gz	e5160d3b716c792570b57445e97bde80	256533	live
00c05634-5eb9-4555-885c-4b24cfc0c8fa	d8fea32d-3ef0-4d7b-8b3e-7619ec2ad987.htseq.counts.gz	ae8b573c27c19d7a5580398c0964fa31	250213	live
6c6cb8fc-39b6-4b22-b40b-90d61260c5e5	8ef08961-b69c-481b-ba38-205bff347775.htseq.counts.gz	861f23b8f5c28859676d5e607f5a5fe1	260140	live
5a049a36-7b52-4ab6-a821-586d7058c570	eaa01a14-f563-4076-8696-9064c9397e6a.htseq.counts.gz	9c7b7efe51955b83ea0eec209d0b92af	254037	live
bf53da30-6b9a-41cc-ada0-3a2c7c0547be	a62f2229-21de-4876-9735-062659ccdcbf.htseq.counts.gz	2e87ed47ff563ac0b60457a678714392	259787	live
3bb05030-38af-4cfc-b9a5-583de47e3f4a	e58d8f68-0808-4a7b-b6b5-65d90c82875d.htseq.counts.gz	25174d4ec27b15b41e01ebb3c388f9bd	253038	live
15604270-aebe-4113-966b-02c22adda279	48a95042-0ff3-41a6-a447-dc3a64d087fc.htseq.counts.gz	f8cbe1a119506450e5e2cb661920b266	251786	live
2f1f5190-ad8c-4639-841f-2e01f699961d	883728dd-ee8e-41ff-9507-1893977ad754.htseq.counts.gz	d5322d47493633b7dd1ab17e47cb5eea	254481	live
729e38ec-17d8-437c-bb01-34d0c428c6f6	96b44e28-67a2-4781-a85b-c82fe528157d.htseq.counts.gz	8e949adedca51f649aa8087cf11d2a4a	253723	live
0cbfcb99-93ca-46bb-ab4d-3dcccee62cd0	ca5d0721-99cf-4b7c-b708-6acea2ae86bd.htseq.counts.gz	7bb6b9ff7508d4a36224b2c7d1275a95	257633	live
bcb5d2ec-9674-44ed-bc09-991fc749b270	b06fbfec-fe8f-400a-b5be-664ac3958de4.htseq.counts.gz	0bf1624cb2b4928308c890cdeb1c7834	256219	live
4744bd33-92dc-4966-898e-c65800a14eaa	58d232f8-75a8-4981-9ccd-0530a31b4610.htseq.counts.gz	624d5ee29b8e7df7673d28caef0b60e8	252743	live
e5118d98-9861-4f7a-a2ab-367ba052920b	2d721010-840f-4ca7-b41c-6792385b410d.htseq.counts.gz	bf7b82f574e838f8b5489ba6384ee7a6	252391	live
322ff50a-fb6a-417c-a9ac-012b7bc924df	ee2002e1-39a4-4d50-9d37-1beea973830e.htseq.counts.gz	2759c895d90804f74ef9cd81538d964e	255079	live
28d20cb9-7ff1-4653-917f-5dfabf7b1940	be8c6402-fb97-4c31-8a18-a5b4783a1726.htseq.counts.gz	a75bf2e2f7e37a060cb68aaac7e08a33	251128	live
25e71ef2-e0bb-4d98-aefd-90960f95336c	ca75ae4d-3d90-46d7-9544-fd71dd6c87b2.htseq.counts.gz	681ea9a5d59de4edf1af0bec9b6e12e5	250101	live
02bede57-6d7d-441f-9fb9-b4bb1c8d5f4d	ccd1ad3e-4220-41ff-b3a8-bead01b1eaf8.htseq.counts.gz	d29251214ef6092e757b029e11279396	256041	live
7654c387-58c1-476a-8dff-2dc6940d9750	ca45d175-81b4-430e-bf28-e51c591b3683.htseq.counts.gz	b1a65d738c25b171cd61505457f9aeb8	255011	live
a1b70c4a-8039-4853-9717-b13771de2b76	2cf65487-9fb6-4e58-92b8-378c61d14c97.htseq.counts.gz	b7efdeddd72efe3794eff19945d31335	254533	live
dbb5323c-de77-4792-ac3e-7af8628deafc	db106f15-9af2-4808-ab7b-d1ebb66a2954.htseq.counts.gz	8a1ccc3680be7783c26412a7a0dad1d0	257902	live
628a42db-4c6c-44a6-a2f8-1144150b1e66	488f53a2-92f8-4164-adc8-28b738a312fb.htseq.counts.gz	85b119da245a0357e2c0be162abb55f4	257211	live
c66bfdc3-873c-413b-b6d6-495f3b43c0e9	7af2075c-0386-4971-ae25-375330ef6cec.htseq.counts.gz	1844ef7e20fd1901c021a786256d2827	255513	live
ada09cd0-8e65-4f04-a190-aa5391336ab6	ec631f8b-d227-47f6-988a-c24b0e8e33c2.htseq.counts.gz	4c654442ec5c309cae31eeaf139e1938	256087	live
92a30a9e-ce5f-4a64-8d23-a1e9ed9030a1	c14ae3ed-5d43-452c-8955-631a8c62660d.htseq.counts.gz	d58c8f2ff9ac15a790280dc153196952	256317	live
70fa91a5-a459-4483-a204-2d997863a0fd	daee50d2-e281-4cbc-ae7b-c52460f4920a.htseq.counts.gz	ba45471c5ab48866d3160368435fae91	252257	live
9e8a9007-7a7c-4767-9c77-c91291dc79ff	786873b7-1515-4aaf-872a-ee2e0ee05bf2.htseq.counts.gz	ec154f9589c41183e632a2abf614e582	256643	live
cefaebf8-5419-4ddd-8dc1-e2867d584ce0	69878c97-02ab-4504-9506-aea3adbee455.htseq.counts.gz	ee1f455f63189b77c4cd9fc9a1cee29b	254134	live
