id	filename	md5	size	state
7d5e68db-b5f0-4a75-baf4-2f0655fec38c	UNCID_469459.TCGA-B6-A0IN-01A-11R-A034-07.110503_UNC12-SN629_0080_BC011MABXX.5.trimmed.annotated.gene.quantification.txt	08f2a8cae24c2d0f987b8f238525f6eb	1002984	live
5309a886-49be-47ba-a6d1-76e2a09a7cec	UNCID_442725.TCGA-B6-A0X7-01A-11R-A10J-07.110509_UNC14-SN744_0110_AC02MVABXX.7.trimmed.annotated.gene.quantification.txt	256d1ea0ccef6131414861eeca2e2c6c	995925	live
5ea99d3b-e06d-4aa6-aa98-7bc20468174f	UNCID_442508.TCGA-A2-A0EW-01A-21R-A115-07.110620_UNC11-SN627_0109_AD0CNFABXX.4.trimmed.annotated.gene.quantification.txt	680cf8a830bb315bb9d9f90dd20936da	993888	live
1b1d7fc3-4e08-4c0e-b15e-0167053d61c9	UNCID_443135.TCGA-BH-A0E1-01A-11R-A056-07.110325_UNC11-SN627_0070_AB02DVABXX.7.trimmed.annotated.gene.quantification.txt	69223fafd69b9e73e136a529fa5bd23b	1000493	live
198e01e7-b8ff-4021-9f2b-1d5f11559b05	UNCID_591247.TCGA-E9-A24A-01A-11R-A169-07.110919_UNC13-SN749_0113_AB00WUABXX.7.trimmed.annotated.gene.quantification.txt	795d9a220e522d551b1e958b4f4eca38	981107	live
ef4eec0a-7c4a-453c-90fa-203b5dece681	UNCID_573994.TCGA-D8-A1XK-01A-21R-A14M-07.110921_UNC16-SN851_0090_BB060BABXX.8.trimmed.annotated.gene.quantification.txt	17455727c5cfc20f62d4678cc43e90f9	985554	live
28944251-02bb-42f2-97e7-18df767eca93	UNCID_439474.TCGA-BH-A0DT-01A-21R-A12D-07.110715_UNC14-SN744_0142_AB099EABXX.3.trimmed.annotated.gene.quantification.txt	78d12658d8c6c8a3d58bdc9ba70ec2c5	982957	live
1785d246-ba58-407b-b040-c62b14cd7583	UNCID_438433.TCGA-E2-A108-01A-13R-A10J-07.110517_UNC13-SN749_0065_BC02LHABXX.4.trimmed.annotated.gene.quantification.txt	8024921fc940735ae3c83ba508f2875f	994582	live
47604bef-6dd5-4a3f-b178-d51bb2eff409	UNCID_533727.TCGA-A8-A08B-01A-11R-A00Z-07.110209_SN627_0058_B81DH0ABXX.5.trimmed.annotated.gene.quantification.txt	3f0f88876a5728a8f001b896602556df	985217	live
6e23ff53-7933-4fa9-bab6-270d0eda984f	UNCID_420611.TCGA-E2-A14Z-01A-11R-A115-07.110608_SN254_0231_BD0CT2ABXX.4.trimmed.annotated.gene.quantification.txt	a821ad91201a24e068ccbeb7c309c654	980047	live
64db43e2-bf11-44f5-8a06-2b290ff27001	UNCID_826822.TCGA-B6-A0X1-01A-11R-A109-07.110913_UNC14-SN744_0165_BD0DCHABXX.6.trimmed.annotated.gene.quantification.txt	b8b0a3e327cf7f5205ba3a67ca91f8bf	989677	live
77781b6e-babe-494f-a7ce-5080b641b170	UNCID_574553.TCGA-AR-A24S-01A-11R-A169-07.110921_UNC16-SN851_0089_AB0101ABXX.5.trimmed.annotated.gene.quantification.txt	091f7ad0466300b7706ee90d19dc7a7d	993223	live
38db7c52-d0b3-45d5-a204-2594677f50ac	UNCID_843574.TCGA-EW-A1PH-01A-11R-A14M-07.110926_UNC9-SN296_0244_AD0DW1ABXX.4.trimmed.annotated.gene.quantification.txt	33387b2ca93d4e4602543cb6440af042	1004817	live
3e646f05-0258-4b15-8ad9-9787196e1990	UNCID_483387.TCGA-D8-A1JG-01B-11R-A13Q-07.110809_UNC10-SN254_0260_BD0DKNABXX.6.trimmed.annotated.gene.quantification.txt	50b2af27d3d5491f2ff5436fd40f7ccf	990764	live
cb69b143-ae26-44c6-ba18-183186ca4b59	UNCID_704971.TCGA-E2-A14P-01A-31R-A12D-07.110714_UNC13-SN749_0083_BD0DLNABXX.3.trimmed.annotated.gene.quantification.txt	b1ece637091ba7dcd6aeb2bfaa8c5d15	982599	live
2ef6b7af-f76f-436b-bea6-413de5c29f9a	UNCID_456492.TCGA-D8-A1JI-01A-11R-A13Q-07.110829_UNC10-SN254_0271_AC00PWABXX.6.trimmed.annotated.gene.quantification.txt	688999ca59dac2c055e371400116f23e	974913	live
65615360-e730-4257-ac5d-535dd3ac927b	UNCID_406392.TCGA-AN-A0XR-01A-11R-A109-07.110510_UNC15-SN850_0069_BC015CABXX.8.trimmed.annotated.gene.quantification.txt	8a916c520f8585875af24fbcd0cb146d	982809	live
a1320088-516b-4430-91a0-41fe65aa6c69	UNCID_411013.TCGA-C8-A12K-01A-21R-A115-07.110607_UNC14-SN744_0124_AD0CVCABXX.1.trimmed.annotated.gene.quantification.txt	3c7243795508910ba581fc02bd67fc30	984140	live
6bf27c48-9195-455b-828e-49ba08876479	UNCID_512255.TCGA-EW-A1J1-01A-11R-A13Q-07.110829_UNC11-SN627_0148_BD0DGAABXX.8.trimmed.annotated.gene.quantification.txt	ebce071733ba98eabdf14e30bb3bc0b4	984253	live
f0fda2e8-dc83-4f68-b2b6-1431b61d0bf7	UNCID_591174.TCGA-E9-A243-01A-21R-A169-07.110919_UNC13-SN749_0113_AB00WUABXX.2.trimmed.annotated.gene.quantification.txt	c00795003e6a8a9dffda34c074a9e4f8	984527	live
110ca382-e59b-4fe8-ab8e-ee0e7a82206c	UNCID_441265.TCGA-AO-A03M-01B-11R-A10J-07.110511_UNC11-SN627_0084_AC02M9ABXX.2.trimmed.annotated.gene.quantification.txt	35fc6bffc2c6e8902f7eda33113b959d	1014664	live
7bc439ed-7195-4d1c-bce6-667cc68db466	UNCID_442675.TCGA-AO-A12G-01A-11R-A10J-07.110509_UNC14-SN744_0110_AC02MVABXX.4.trimmed.annotated.gene.quantification.txt	0b18bfb9e30f6b748d3529808a8aa0ae	987771	live
922b8292-f5ea-40b0-9499-5f6c37d7d8f6	UNCID_439459.TCGA-E2-A15H-01A-11R-A12D-07.110715_UNC14-SN744_0142_AB099EABXX.7.trimmed.annotated.gene.quantification.txt	3f717e0c4fa38f1ebd5f244668678cb7	982477	live
94a01d7f-f31e-4be9-a803-ef0991482b0c	UNCID_439444.TCGA-BH-A0DO-01B-11R-A12D-07.110715_UNC14-SN744_0142_AB099EABXX.5.trimmed.annotated.gene.quantification.txt	2f2eb4923289aea5b20f45887a9503bc	986133	live
906f657d-49d9-4190-aa14-544894cdf65c	UNCID_487262.TCGA-BH-A0DD-01A-31R-A12P-07.110706_UNC12-SN629_0107_BD0DKWABXX.5.trimmed.annotated.gene.quantification.txt	806cccbc654a3f50629d95d4f3d8fa8e	980270	live
bbeb908e-5716-446d-b230-0085aa8641be	UNCID_533719.TCGA-A8-A07B-01A-11R-A00Z-07.110209_SN627_0058_B81DH0ABXX.3.trimmed.annotated.gene.quantification.txt	30634d03bcc0cb9ff66f2a764ff726aa	978319	live
